S-WaveL,S-Value,M-WaveL,M-Value,L-WaveL,L-Value
390.906354958377,0.020419014254596,391.190211542377,0.005687575252461,422.964801859779,0.027154749441055
394.086313695089,0.030023184839982,394.527880353078,0.007143328830755,426.142264483049,0.029312181591475
396.834182175714,0.04291346333161,397.544310736987,0.007538051294248,429.319763021621,0.031576761057507
398.86029825744,0.056501371610239,402.165999457023,0.010452099125855,432.497315433144,0.034002061496955
400.646138728615,0.071242248355443,405.342887435472,0.010895174226499,435.674903759969,0.036534509252014
402.046293757716,0.084115220161245,408.648807119804,0.013362728352855,438.852599832698,0.039388398953906
403.061454714295,0.097182872853159,411.987002688258,0.016389975893443,442.030331820728,0.042349435971409
403.932053590111,0.109758775234665,415.164860379843,0.019726028515585,445.208171554663,0.045631914935745
404.802981689522,0.123316861342605,418.342897647935,0.023597817715782,448.386136992151,0.04928940950472
405.674173167809,0.137660694431693,421.521814840909,0.030094716148449,451.564282006147,0.05348264065175
406.545759714411,0.153183147992503,424.700480626773,0.035841583371839,454.742570681348,0.058104461061224
407.417609639889,0.169491348534459,427.975922187345,0.043112762493157,457.921200551911,0.063744180969003
408.289920478401,0.187174606293424,431.376935812635,0.051660160587344,461.10026140609,0.070669668664114
409.35505757677,0.205742707335768,434.527373967426,0.059351619899635,464.280112396898,0.079952397302668
410.082542955642,0.222148467803177,437.705734473229,0.064187734940332,467.316379400316,0.091661354192621
410.664577350043,0.235410581898805,440.884202724936,0.069345291927861,470.064217801876,0.104461896807424
411.246710511523,0.248967351112364,444.06338928267,0.07664579522761,472.956512932648,0.117439890940176
411.82904120716,0.263113430561783,447.126828007303,0.083260028949697,476.137297721291,0.129508449784617
412.411338980438,0.277161291638558,450.334881488474,0.090523162378421,479.317902933427,0.141041272051002
412.993505064277,0.29081627922476,453.601308108885,0.09961877828297,482.210022478282,0.153495434862989
413.575671148116,0.304471266810962,456.781374591501,0.10954439081519,484.669078562148,0.166332310959591
414.158001843753,0.318617346260381,459.817291420731,0.120208661377935,486.839411039862,0.179380676635871
414.740530073548,0.333352735945661,462.276207898115,0.132629044803875,488.720858043156,0.192157624893
415.323354604578,0.348972090984732,464.446593286764,0.145835261436189,490.458039266923,0.205326788193512
415.906343747406,0.36508253788702,466.473299227432,0.161182915558012,492.050915204331,0.218770304490235
416.441002866421,0.38060345507105,468.210436554719,0.174221121028333,493.499275152279,0.23185957619825
416.975760752515,0.396419027373011,470.092305277762,0.188256199868371,495.236939237318,0.246469275630866
417.559112041298,0.413609876374377,472.263044581776,0.202518264006603,496.541177715415,0.260381286249018
418.190735739764,0.431218372941874,474.289078357603,0.215860626353622,497.700925444527,0.274014353030823
418.775239311132,0.451846864985761,476.315013366352,0.228908333582712,498.860895399566,0.288310393827971
419.360014491965,0.473285658603955,478.485663309676,0.242903804995197,500.02121103938,0.303637727537875
419.945011898725,0.495387426237493,480.655999314785,0.255962694068546,501.160806757054,0.318691358860102
420.530108072564,0.517783848988961,483.00729777233,0.270411494613984,502.073329906154,0.333259879214429
421.115105479324,0.539885616622499,485.069801291944,0.284858978265041,503.068356488274,0.347800713432111
421.700078194315,0.561913720476555,486.878494583837,0.295979916159728,503.939416277123,0.361751673030625
422.284927450457,0.583573505433197,488.615572337331,0.308840393146217,504.810508988332,0.375800851001782
422.869381638285,0.604054669918118,490.480887384447,0.321355352582165,505.681865078417,0.390635775954087
423.453737059034,0.624241179285109,491.676815610901,0.333521157330707,506.55335285794,0.405863574396966
423.990363289032,0.645630644234585,492.671187273226,0.346108147492588,507.424972326902,0.421484246330419
424.573813344894,0.663116148353881,493.830638701102,0.358857248920602,508.296723485301,0.437497791754445
425.205621643733,0.681275369367986,494.825350169209,0.372457993000124,509.16854048842,0.453707773923758
425.837044280646,0.698284032302554,496.005909532748,0.386638370493398,510.040456258617,0.470212411211002
426.419671277519,0.713314077105764,497.186927457723,0.402186789605634,510.912372028815,0.486717048498245
427.002034895516,0.727558374927827,498.03739195908,0.416235873512907,511.784320721372,0.503319904158132
427.584233901715,0.741311580886672,498.705840962815,0.428830497742875,512.656368181007,0.52021741493595
428.242314243471,0.755794753943207,499.634389775902,0.441976330064589,513.528382718283,0.537016707341124
428.701394912637,0.771489313057868,500.505844633066,0.457105910134824,514.400298488481,0.553521344628367
429.573073641846,0.787286778062078,501.377529946747,0.472923018813564,515.272181336318,0.569927763542967
430.155562364808,0.801904305700186,502.249346949866,0.489133000982877,516.143965417078,0.586039527339637
431.027221340601,0.817642839680811,503.121361487142,0.505932293388051,517.015584886039,0.60166019927309
431.899104188439,0.834049258595411,503.993705248013,0.523713769519659,517.887072665563,0.616887997715968
432.77075657976,0.849768148901507,504.923584124426,0.540827624096169,518.758395833288,0.63162470429563
433.642145592205,0.864701292226455,505.448066942106,0.554708250560574,519.629587311576,0.645968537384718
434.513304148133,0.8789469069429,506.02990380235,0.567381054420341,520.500680022784,0.660017715355875
435.384265169903,0.892603211423483,506.611938196751,0.58064316851597,521.495706604904,0.674558549573557
436.379141249808,0.906695047366223,507.193923207613,0.593757955052633,522.387394603606,0.688509603235955
437.29141042642,0.920505883131587,507.775957602014,0.607020069148261,523.278988538423,0.702180032976515
438.430752171606,0.934801829864851,508.357942612876,0.620134855684924,524.418630112241,0.717370468460639
439.626722726808,0.948803380155866,508.939878240198,0.633102314662622,525.579093902673,0.733139784847438
440.606027941606,0.962597684193544,509.521665716903,0.645627790963424,526.7392367001,0.747951472100964
442.054624930543,0.976394128184592,510.103453193607,0.658153267264227,527.899206655138,0.762247512898112
444.283185539466,0.990842369049918,510.685290053851,0.670826071123994,529.059028459559,0.776101571018365
446.102485004647,0.9905265448548,511.267028147016,0.683204219865831,530.115137776621,0.788250368494027
447.088116956311,0.97704006487887,511.791412197618,0.696790191212306,531.23379064075,0.80236521873382
447.825822376225,0.962394882458745,512.721093539873,0.713314735552955,532.682427136518,0.81627952477204
448.68700545721,0.946880330264226,513.593305611307,0.73070333819399,534.13062905714,0.828897348291367
449.54792515932,0.930580031088561,514.465418915661,0.747797285717094,535.723287706975,0.841692623328643
450.409075317946,0.914967260521399,515.337367608218,0.764400141376981,537.460238474225,0.854174258020651
451.270554700167,0.900336673680672,516.209184611337,0.780610123546294,539.341788947792,0.867259892591803
452.255836263862,0.885804869595894,517.080869925018,0.796427232225033,541.368094333085,0.881412556513131
452.993829519262,0.872018396376594,517.952324782181,0.811556812295269,543.249767089702,0.894863002182672
453.85515745863,0.856936005021707,518.823647949907,0.826293518874931,544.986652012232,0.907148200129393
454.716636840851,0.84230541818098,519.694773583475,0.840440915218731,546.868094312332,0.91991111719043
455.722645381476,0.828068363278017,520.731221197097,0.855473029427399,548.89394819098,0.932716786286934
457.265133177281,0.814268721114899,521.581751543173,0.869718550079959,551.064111353703,0.945260028903906
459.178538385305,0.79930618282607,522.452317496629,0.882196234088821,553.812038196692,0.958324421783401
460.762531870107,0.786250382183593,523.302410445642,0.895136853504833,556.99133250033,0.965946367029984
461.624241708846,0.772307323951369,524.483001555742,0.909411941571727,560.169118361312,0.969068125020903
462.196234783585,0.755612834390748,525.787637845683,0.924510757525987,563.347748231875,0.974707844928682
462.768491237202,0.739704091811274,526.947240167707,0.937710026495284,566.527006620212,0.982222642859654
463.292944424758,0.724777313475838,527.88964270969,0.949107637628664,569.706839653369,0.991451797840402
463.865760558487,0.710538283231303,529.554479399953,0.961841504626731,572.884643472002,0.994627129489128
464.775372430363,0.695907915872972,531.725649046239,0.977387423207373,576.060058923097,0.990677164649719
465.636555511349,0.680393363678454,534.473300538585,0.98963035333385,578.944474635818,0.980148228263142
466.498034893571,0.665762776837727,537.652109985655,0.995805809819684,581.828343637842,0.967988271627818
467.35967888759,0.651623281860217,540.830021550191,0.999302583415243,585.002430222788,0.960073856110802
468.22125703689,0.63728735013742,544.114686858496,0.99819251627492,587.741883299372,0.947858179213321
469.082407195516,0.621674579570258,547.038617084555,0.997852263689019,589.903421979691,0.934671715996733
469.943096441108,0.604686751786088,550.21253666335,0.989439613154412,591.776041087433,0.921112109189328
470.467055793272,0.588286697861,553.01552660162,0.975315518525089,593.360139923786,0.90837060733931
471.040036538798,0.574538759479682,554.776324131301,0.963209966920287,594.799887382477,0.895765952763801
471.612885594886,0.56039794760779,555.80206194459,0.950393892267858,596.239358293347,0.882336263858087
472.185734650974,0.546257135735898,557.270274075343,0.93655181788648,597.678592163229,0.868199402669341
472.758616629421,0.532214542236649,558.581073430991,0.922172099425488,598.864932928264,0.853472078962149
473.331630297307,0.518564822227975,560.244766461193,0.907561540353484,600.235649880872,0.838352723113573
473.904643965193,0.5049151022193,561.587850580022,0.893768004504196,601.418333520467,0.824681228622099
474.477723477798,0.491461818955912,562.882802209197,0.87997424917251,602.445571104006,0.812236753083763
475.050737145684,0.477812098947237,564.466691439861,0.866607423683328,603.575900353268,0.799645420305885
475.623816658288,0.46435881568385,566.627012776743,0.849789219211616,604.726512127606,0.786022888679135
476.196962015612,0.451101969165749,568.355403730511,0.836734077016329,605.876852292478,0.771590055478076
476.770074450577,0.437746904275005,570.155960496402,0.823581045671994,607.027241840889,0.757304549835983
477.34325273026,0.424588276129547,570.925468915637,0.811503713232517,608.177384471603,0.742282406399063
477.916529777022,0.41172430310202,572.117248924788,0.797618284806812,609.327477718779,0.727112935403179
478.826240415978,0.39738859086162,572.958245896178,0.78342257098105,610.477496890645,0.711722473068847
479.2546920031,0.383247120542537,573.820383725591,0.770756351593191,611.627441987202,0.696111019396067
480.259449494062,0.365277767479124,574.682488632644,0.757991913832689,612.756966990252,0.68112035208647
481.119875360779,0.347504192713806,575.544560617337,0.745129257699544,613.639615449661,0.668103446860198
481.980432916933,0.330123491439062,576.406599679671,0.732168383193755,614.522216877128,0.654946229673007
482.841220929604,0.313430318772823,577.268572897285,0.719011071942679,615.651533763833,0.639334681936342
483.702305243511,0.297621111460374,578.13057903726,0.705951979064247,616.780822431373,0.623638947023127
484.420506516991,0.286329290842333,578.992519332515,0.692696449440528,617.663353310926,0.610271261894556
485.281113456685,0.269095917126555,579.854426705411,0.679342701444165,618.52542529562,0.597408605761411
486.287006769052,0.25451509791934,580.716334078306,0.665988953447803,619.408083161417,0.584419762927323
487.149012909026,0.241456005040908,581.578241451202,0.65263520545144,620.537837445185,0.570113116427207
488.155186061449,0.227710042001162,582.440017134659,0.638888583964504,621.687856617051,0.554722654092875
489.41786829121,0.21337593929834,583.301792818117,0.625141962477567,622.817466277597,0.539984548312933
491.320407552852,0.193348097414158,583.961859789112,0.612730189032515,623.69999715715,0.526616863184363
492.903907202262,0.178819021182028,584.881638085616,0.599710646882016,624.418198430631,0.515325042566322
494.343496633626,0.165742918417831,585.743282079636,0.585571151904506,625.28056671656,0.503346351786967
495.783204585486,0.15302040179515,586.604926073655,0.571431656926996,626.142605778894,0.490385477281178
497.223189085165,0.141122919502674,587.466438378236,0.556899288458912,627.004414384711,0.476737074166885
498.663015557519,0.12875398902151,588.327950682817,0.542366919990828,627.866255912887,0.463186889425236
500.391213680324,0.115123567786454,589.18936422032,0.527539896404814,628.728097441064,0.449636704683586
502.841692627276,0.102371985423489,590.050744835462,0.512614654446157,629.589741435083,0.435497209706076
505.58099096877,0.089694682174584,590.912158372965,0.497787630860142,630.451385429102,0.421357714728566
507.742508484716,0.076445078575583,591.773440221029,0.482567733783554,631.313029423122,0.407218219751056
509.759077082174,0.061549658787613,592.634689146734,0.467249618334323,632.174673417141,0.393078724773546
512.499044196507,0.050867527844815,593.495938072439,0.451931502885092,633.03631741116,0.378939229796036
515.672897331995,0.042256654776327,594.357186998143,0.43661338743586,633.898257706415,0.365683700172317
518.847253281701,0.035145844126394,595.218468846208,0.421393490359272,634.760000467513,0.351838860312737
522.02196838442,0.029106506632571,596.079750694272,0.406173593282684,635.621677383892,0.337797583707871
525.196952851899,0.02387077400583,596.941164231774,0.39134656969667,636.607043605083,0.323518341152748
528.372152811186,0.019277925272756,597.802742381075,0.377010637973873,637.489362840896,0.309519252200041
531.54755030463,0.015274386775542,598.829172191006,0.36215630450675,638.351500670309,0.296853032812183
534.723109416931,0.011753011198579,599.670164459202,0.347946559484896,639.234135020135,0.283794033997635
537.89891993634,0.008981666830892,600.511485950994,0.334718998189477,640.363698824537,0.268919124055796
541.074874116955,0.006638911725649,601.682609531127,0.320749288523336,641.513816763482,0.253823316839394
544.25109766233,0.005099761487489,602.832999079538,0.306463782881242,642.664132236584,0.239316819858853
547.427680360718,0.004632084405439,603.983215785562,0.291662630782771,643.814669935613,0.225473296893655
550.604424677962,0.004646570243639,605.133531258664,0.27715613380223,645.109427322867,0.211100053163374
553.781168995205,0.004661056081839,606.283970190615,0.263017955719101,646.589827311124,0.196693981137431
556.957913312449,0.004675541920039,607.578718798572,0.248618520422781,648.276413452741,0.182002613350058
560.134657629693,0.004690027758239,608.729146756403,0.234447602882105,649.860005284757,0.16774854856133
563.311401946937,0.004704513596439,609.879684455432,0.220604079916907,651.587836558413,0.153023694031105
566.488146264181,0.004718999434639,611.318701037741,0.205818977468714,653.31632627926,0.140263206953748
569.664890581425,0.004733485272839,612.757539839308,0.190503495808246,655.189053560468,0.127026317656457
572.841634898669,0.004747971111039,613.944073200146,0.176350749581019,657.206300593693,0.114154897904747
576.018379215913,0.004762456949239,615.520641046753,0.162681051187161,659.368065027335,0.101641932100572
579.195123533157,0.004776942787438,617.364872614817,0.150588975801532,661.818481735351,0.088704670242657
582.3718678504,0.004791428625638,618.804685918227,0.13818075797131,664.557889818043,0.07635476156923
585.548612167644,0.004805914463838,620.532880278476,0.124539111779381,667.586074082898,0.063950215080921
588.725356484888,0.004820400302038,622.694087383604,0.110363449238314,670.759137081756,0.052982101068991
591.902100802132,0.004834886140238,625.144019401326,0.095980194672037,673.932720852484,0.04356762313342
595.078845119376,0.004849371978438,627.738462287253,0.081935906280945,677.106717649177,0.035385339327377
597.822397029723,0.004861882475065,630.622333284571,0.069781902274267,680.281199302437,0.028649544282082
601.721128691795,0.00487966054922,633.794498400896,0.056135105372061,683.45600419341,0.022878075077287
604.897873009039,0.00489414638742,636.881359289286,0.04646843617649,686.631150279745,0.018124505370796
608.074617326283,0.00490863222562,640.141576154098,0.037038281211892,689.806655519093,0.014442408820415
611.251361643527,0.004923118063819,643.316434918022,0.031427532980513,692.982358292599,0.011349622505895
614.428105960771,0.004937603902019,646.491832411466,0.0274239944833,696.158366346165,0.009167588374069
617.604850278015,0.004952089740219,649.63536505146,0.024087004072735,698.922015432981,0.007595943339475
620.781594595258,0.004966575578419,652.842591483054,0.019309770173262,702.366559629155,0.006517218713002
